Epoch		Train-loss		Test-loss		Train-IoU		Test-IoU		learningRate
170		0.1550		0.3367		0.0000		0.5957		0.00034986
171		0.1775		0.3383		0.0000		0.6023		0.00034869
172		0.1527		0.3326		0.0000		0.6124		0.00034752
173		0.1513		0.3704		0.0000		0.6048		0.00034635
174		0.1654		0.3637		0.0000		0.5783		0.00034517
175		0.1620		0.3264		0.0000		0.6027		0.00034400
176		0.1482		0.3507		0.0000		0.6215		0.00034283
177		0.1440		0.3712		0.0000		0.6036		0.00034165
178		0.1605		0.3785		0.0000		0.5729		0.00034048
179		0.1634		0.3527		0.0000		0.6093		0.00033931
180		0.1555		0.3546		0.0000		0.6043		0.00033813
181		0.1465		0.3370		0.0000		0.6037		0.00033696
182		0.1559		0.4023		0.0000		0.5673		0.00033578
183		0.1727		0.3342		0.0000		0.6102		0.00033460
184		0.1510		0.3323		0.0000		0.6190		0.00033343
185		0.1450		0.4150		0.0000		0.5704		0.00033225
186		0.1635		0.3313		0.0000		0.6152		0.00033107
187		0.1464		0.3423		0.0000		0.6239		0.00032990
188		0.1477		0.3582		0.0000		0.6117		0.00032872
189		0.1500		0.3653		0.0000		0.5894		0.00032754
190		0.1488		0.3536		0.0000		0.6063		0.00032636
191		0.1719		0.3736		0.0000		0.5663		0.00032518
192		0.1638		0.3289		0.0000		0.6136		0.00032400
193		0.1413		0.3341		0.0000		0.6278		0.00032282
194		0.1419		0.3485		0.0000		0.6167		0.00032164
195		0.1443		0.3450		0.0000		0.6254		0.00032045
196		0.1425		0.3637		0.0000		0.6025		0.00031927
197		0.1505		0.4186		0.0000		0.5458		0.00031809
198		0.1855		0.3345		0.0000		0.6127		0.00031691
199		0.1472		0.3401		0.0000		0.6261		0.00031572
200		0.1500		0.3244		0.0000		0.6196		0.00031454
201		0.1376		0.3710		0.0000		0.6106		0.00031335
202		0.1413		0.3781		0.0000		0.6013		0.00031217
203		0.1526		0.3568		0.0000		0.5987		0.00031098
204		0.1580		0.3545		0.0000		0.5909		0.00030980
205		0.1487		0.3558		0.0000		0.6005		0.00030861
206		0.1397		0.3488		0.0000		0.6207		0.00030742
207		0.1598		0.3536		0.0000		0.5897		0.00030624
