Epoch		Train-loss		Test-loss		Train-IoU		Test-IoU		learningRate
169		0.1767		0.2900		0.0000		0.6235		0.00030782
170		0.1546		0.2809		0.0000		0.6366		0.00030624
171		0.1530		0.2915		0.0000		0.6376		0.00030465
172		0.1615		0.2886		0.0000		0.6273		0.00030307
173		0.1734		0.3604		0.0000		0.5579		0.00030148
174		0.1599		0.2914		0.0000		0.6464		0.00029989
175		0.1582		0.2866		0.0000		0.6354		0.00029830
176		0.1740		0.2990		0.0000		0.6328		0.00029671
177		0.1678		0.2960		0.0000		0.6384		0.00029512
178		0.1686		0.3045		0.0000		0.6354		0.00029353
179		0.1675		0.2799		0.0000		0.6402		0.00029194
180		0.1533		0.3073		0.0000		0.6190		0.00029035
181		0.1567		0.2991		0.0000		0.6527		0.00028876
182		0.1604		0.3668		0.0000		0.5510		0.00028716
183		0.1778		0.2907		0.0000		0.6540		0.00028556
184		0.1531		0.2852		0.0000		0.6473		0.00028397
185		0.1549		0.2836		0.0000		0.6571		0.00028237
186		0.1593		0.3022		0.0000		0.6306		0.00028077
187		0.1771		0.2941		0.0000		0.6356		0.00027917
188		0.1545		0.3126		0.0000		0.6224		0.00027757
189		0.1707		0.2873		0.0000		0.6461		0.00027597
190		0.1515		0.2894		0.0000		0.6506		0.00027437
191		0.1618		0.2989		0.0000		0.6275		0.00027276
192		0.1516		0.3338		0.0000		0.6112		0.00027116
193		0.1801		0.2874		0.0000		0.6277		0.00026955
194		0.1533		0.2851		0.0000		0.6470		0.00026794
195		0.1489		0.2907		0.0000		0.6482		0.00026634
196		0.1552		0.2906		0.0000		0.6423		0.00026473
197		0.1533		0.2887		0.0000		0.6464		0.00026312
198		0.1508		0.2947		0.0000		0.6378		0.00026150
199		0.1760		0.2747		0.0000		0.6573		0.00025989
200		0.1494		0.2767		0.0000		0.6541		0.00025828
201		0.1496		0.2873		0.0000		0.6331		0.00025666
202		0.1737		0.4066		0.0000		0.5349		0.00025505
203		0.1606		0.2816		0.0000		0.6581		0.00025343
204		0.1469		0.2830		0.0000		0.6486		0.00025181
205		0.1558		0.3694		0.0000		0.5578		0.00025019
206		0.1596		0.2981		0.0000		0.6370		0.00024857
207		0.1502		0.2847		0.0000		0.6576		0.00024695
208		0.1512		0.2863		0.0000		0.6645		0.00024533
209		0.1668		0.2783		0.0000		0.6687		0.00024370
210		0.1501		0.2778		0.0000		0.6632		0.00024208
211		0.1531		0.3053		0.0000		0.6215		0.00024045
212		0.1536		0.2913		0.0000		0.6381		0.00023882
213		0.1481		0.2874		0.0000		0.6437		0.00023719
214		0.1486		0.2867		0.0000		0.6497		0.00023556
215		0.1498		0.4038		0.0000		0.5754		0.00023393
216		0.1629		0.2879		0.0000		0.6412		0.00023230
217		0.1516		0.2843		0.0000		0.6516		0.00023067
218		0.1488		0.2860		0.0000		0.6602		0.00022903
219		0.1428		0.2991		0.0000		0.6481		0.00022739
220		0.1671		0.3040		0.0000		0.6339		0.00022576
221		0.1469		0.2973		0.0000		0.6501		0.00022412
222		0.1443		0.3068		0.0000		0.6287		0.00022248
223		0.1491		0.3015		0.0000		0.6446		0.00022083
224		0.1516		0.2812		0.0000		0.6605		0.00021919
225		0.1429		0.2903		0.0000		0.6491		0.00021755
226		0.1523		0.2826		0.0000		0.6600		0.00021590
227		0.1422		0.2901		0.0000		0.6625		0.00021425
228		0.1582		0.2967		0.0000		0.6192		0.00021260
229		0.1472		0.2813		0.0000		0.6602		0.00021095
230		0.1456		0.2767		0.0000		0.6442		0.00020930
231		0.1403		0.2783		0.0000		0.6580		0.00020765
232		0.1582		0.2943		0.0000		0.6188		0.00020600
233		0.1563		0.2835		0.0000		0.6574		0.00020434
234		0.1426		0.2985		0.0000		0.6400		0.00020268
235		0.1437		0.2817		0.0000		0.6650		0.00020102
236		0.1481		0.2856		0.0000		0.6595		0.00019936
237		0.1458		0.2914		0.0000		0.6585		0.00019770
238		0.1428		0.2938		0.0000		0.6565		0.00019604
239		0.1382		0.2807		0.0000		0.6637		0.00019437
240		0.1400		0.2786		0.0000		0.6661		0.00019270
241		0.1420		0.3033		0.0000		0.6422		0.00019104
242		0.1442		0.2977		0.0000		0.6521		0.00018937
243		0.1477		0.2887		0.0000		0.6569		0.00018769
244		0.1362		0.2901		0.0000		0.6415		0.00018602
245		0.1623		0.7471		0.0000		0.5810		0.00018435
246		0.1428		0.2823		0.0000		0.6693		0.00018267
247		0.1344		0.2876		0.0000		0.6680		0.00018099
248		0.1360		0.2777		0.0000		0.6699		0.00017931
249		0.1397		0.2962		0.0000		0.6411		0.00017763
250		0.1375		0.2992		0.0000		0.6494		0.00017594
251		0.1445		0.3219		0.0000		0.6190		0.00017426
252		0.1525		0.2886		0.0000		0.6550		0.00017257
253		0.1350		0.2809		0.0000		0.6666		0.00017088
254		0.1342		0.2806		0.0000		0.6654		0.00016919
255		0.1378		0.2876		0.0000		0.6682		0.00016750
256		0.1361		0.2953		0.0000		0.6399		0.00016580
257		0.1372		0.3072		0.0000		0.6474		0.00016411
258		0.1391		0.2833		0.0000		0.6647		0.00016241
259		0.1395		0.3145		0.0000		0.6217		0.00016071
260		0.1408		0.2767		0.0000		0.6647		0.00015901
261		0.1324		0.2784		0.0000		0.6755		0.00015730
262		0.1320		0.2832		0.0000		0.6774		0.00015559
263		0.1342		0.2868		0.0000		0.6675		0.00015389
264		0.1402		0.2922		0.0000		0.6626		0.00015217
265		0.1389		0.2903		0.0000		0.6481		0.00015046
266		0.1346		0.2837		0.0000		0.6708		0.00014875
267		0.1292		0.2977		0.0000		0.6693		0.00014703
268		0.1320		0.2981		0.0000		0.6585		0.00014531
269		0.1338		0.2851		0.0000		0.6792		0.00014359
270		0.1360		0.2889		0.0000		0.6557		0.00014186
271		0.1320		0.2895		0.0000		0.6737		0.00014014
272		0.1299		0.2978		0.0000		0.6521		0.00013841
273		0.1301		0.2936		0.0000		0.6575		0.00013668
274		0.1305		0.2916		0.0000		0.6426		0.00013494
275		0.1373		0.2867		0.0000		0.6577		0.00013321
276		0.1294		0.2820		0.0000		0.6747		0.00013147
277		0.1276		0.2897		0.0000		0.6767		0.00012973
278		0.1381		0.2883		0.0000		0.6614		0.00012798
279		0.1283		0.3006		0.0000		0.6500		0.00012624
280		0.1270		0.2888		0.0000		0.6768		0.00012449
281		0.1294		0.2853		0.0000		0.6601		0.00012273
282		0.1269		0.3110		0.0000		0.6492		0.00012098
283		0.1265		0.2870		0.0000		0.6733		0.00011922
284		0.1274		0.2829		0.0000		0.6662		0.00011746
285		0.1274		0.2808		0.0000		0.6736		0.00011570
286		0.1273		0.2934		0.0000		0.6751		0.00011393
287		0.1259		0.2839		0.0000		0.6706		0.00011216
288		0.1413		0.2843		0.0000		0.6676		0.00011039
289		0.1281		0.2880		0.0000		0.6616		0.00010861
290		0.1228		0.2891		0.0000		0.6781		0.00010684
291		0.1223		0.2949		0.0000		0.6722		0.00010505
292		0.1239		0.2945		0.0000		0.6720		0.00010327
293		0.1247		0.2925		0.0000		0.6591		0.00010148
294		0.1234		0.2912		0.0000		0.6756		0.00009969
295		0.1243		0.3064		0.0000		0.6551		0.00009789
296		0.1235		0.2900		0.0000		0.6705		0.00009609
297		0.1235		0.3008		0.0000		0.6707		0.00009429
298		0.1214		0.2994		0.0000		0.6696		0.00009248
299		0.1238		0.2949		0.0000		0.6709		0.00009067
300		0.1209		0.2969		0.0000		0.6658		0.00008885
