Epoch		Train-loss		Test-loss		Train-IoU		Test-IoU		learningRate
114		0.1457		0.2928		0.0000		0.6430		0.00032832
115		0.1641		0.3557		0.0000		0.5761		0.00032675
116		0.1802		0.2957		0.0000		0.6293		0.00032518
117		0.1479		0.2860		0.0000		0.6597		0.00032361
118		0.1496		0.3106		0.0000		0.6006		0.00032203
119		0.1527		0.3159		0.0000		0.6312		0.00032045
120		0.1466		0.3444		0.0000		0.6243		0.00031888
121		0.1688		0.3184		0.0000		0.6197		0.00031730
122		0.1620		0.2948		0.0000		0.6468		0.00031572
123		0.1465		0.3126		0.0000		0.6307		0.00031414
124		0.1677		0.3224		0.0000		0.6020		0.00031256
125		0.1531		0.2991		0.0000		0.6518		0.00031098
126		0.1423		0.2941		0.0000		0.6660		0.00030940
127		0.1495		0.2998		0.0000		0.6461		0.00030782
128		0.1462		0.3048		0.0000		0.6331		0.00030624
129		0.1679		0.3128		0.0000		0.6385		0.00030465
130		0.1443		0.2878		0.0000		0.6614		0.00030307
131		0.1427		0.3060		0.0000		0.6479		0.00030148
132		0.1641		0.3420		0.0000		0.5921		0.00029989
133		0.1601		0.3062		0.0000		0.6366		0.00029830
134		0.1482		0.3009		0.0000		0.6472		0.00029671
135		0.1409		0.3168		0.0000		0.6269		0.00029512
136		0.1446		0.3040		0.0000		0.6421		0.00029353
137		0.1414		0.3230		0.0000		0.6443		0.00029194
138		0.1625		0.3224		0.0000		0.6102		0.00029035
139		0.1677		0.3039		0.0000		0.6481		0.00028876
140		0.1406		0.2968		0.0000		0.6490		0.00028716
141		0.1538		0.2957		0.0000		0.6516		0.00028556
142		0.1420		0.3034		0.0000		0.6566		0.00028397
143		0.1395		0.3183		0.0000		0.6526		0.00028237
144		0.1458		0.3205		0.0000		0.6266		0.00028077
145		0.1480		0.3420		0.0000		0.5843		0.00027917
146		0.1443		0.3013		0.0000		0.6544		0.00027757
147		0.1459		0.3162		0.0000		0.6241		0.00027597
148		0.1437		0.3540		0.0000		0.6103		0.00027437
149		0.1696		0.2927		0.0000		0.6333		0.00027276
150		0.1467		0.2998		0.0000		0.6412		0.00027116
151		0.1428		0.3009		0.0000		0.6567		0.00026955
152		0.1338		0.2941		0.0000		0.6587		0.00026794
153		0.1431		0.3091		0.0000		0.6372		0.00026634
154		0.1435		0.2977		0.0000		0.6495		0.00026473
155		0.1437		0.3032		0.0000		0.6558		0.00026312
156		0.1437		0.3581		0.0000		0.5953		0.00026150
157		0.1579		0.3260		0.0000		0.6188		0.00025989
158		0.1478		0.2871		0.0000		0.6562		0.00025828
159		0.1359		0.2975		0.0000		0.6619		0.00025666
160		0.1334		0.2962		0.0000		0.6676		0.00025505
161		0.1347		0.3213		0.0000		0.6284		0.00025343
162		0.1575		0.3266		0.0000		0.6063		0.00025181
163		0.1451		0.3021		0.0000		0.6631		0.00025019
164		0.1380		0.3257		0.0000		0.6351		0.00024857
165		0.1398		0.3107		0.0000		0.6485		0.00024695
166		0.1560		0.3596		0.0000		0.5768		0.00024533
167		0.1564		0.3009		0.0000		0.6485		0.00024370
