Epoch		Train-loss		Test-loss		Train-IoU		Test-IoU		learningRate
168		0.1321		0.2459		0.0000		0.6579		0.00027276
169		0.1306		0.2619		0.0000		0.6418		0.00027116
170		0.1332		0.3431		0.0000		0.5504		0.00026955
171		0.1567		0.2511		0.0000		0.6396		0.00026794
172		0.1296		0.2427		0.0000		0.6482		0.00026634
173		0.1257		0.2626		0.0000		0.6462		0.00026473
174		0.1350		0.2521		0.0000		0.6495		0.00026312
175		0.1350		0.2491		0.0000		0.6576		0.00026150
176		0.1244		0.2549		0.0000		0.6569		0.00025989
177		0.1317		0.2794		0.0000		0.6081		0.00025828
178		0.1289		0.2546		0.0000		0.6424		0.00025666
179		0.1239		0.2670		0.0000		0.6429		0.00025505
180		0.1384		0.2714		0.0000		0.6165		0.00025343
181		0.1375		0.2553		0.0000		0.6357		0.00025181
182		0.1242		0.2616		0.0000		0.6442		0.00025019
183		0.1215		0.2471		0.0000		0.6708		0.00024857
184		0.1409		0.2458		0.0000		0.6388		0.00024695
185		0.1248		0.2405		0.0000		0.6486		0.00024533
186		0.1190		0.2542		0.0000		0.6542		0.00024370
187		0.1352		0.2746		0.0000		0.6320		0.00024208
188		0.1306		0.2589		0.0000		0.6391		0.00024045
189		0.1309		0.2558		0.0000		0.6344		0.00023882
190		0.1209		0.2436		0.0000		0.6480		0.00023719
191		0.1263		0.2849		0.0000		0.6110		0.00023556
192		0.1320		0.2534		0.0000		0.6512		0.00023393
193		0.1215		0.2660		0.0000		0.6479		0.00023230
194		0.1204		0.2642		0.0000		0.6446		0.00023067
195		0.1404		0.2406		0.0000		0.6589		0.00022903
196		0.1183		0.2510		0.0000		0.6499		0.00022739
197		0.1185		0.2466		0.0000		0.6541		0.00022576
198		0.1326		0.2473		0.0000		0.6400		0.00022412
199		0.1194		0.2638		0.0000		0.6362		0.00022248
200		0.1273		0.3129		0.0000		0.5996		0.00022083
201		0.1203		0.2606		0.0000		0.6479		0.00021919
202		0.1275		0.2699		0.0000		0.6421		0.00021755
203		0.1165		0.2572		0.0000		0.6446		0.00021590
204		0.1189		0.2700		0.0000		0.6289		0.00021425
205		0.1244		0.2603		0.0000		0.6532		0.00021260
