Epoch		Train-loss		Test-loss		Train-IoU		Test-IoU		learningRate
1		0.7914		0.7415		0.0000		0.2722		0.00050150
2		0.5486		0.5949		0.0000		0.3353		0.00050000
3		0.4723		0.5235		0.0000		0.3748		0.00049850
4		0.4245		0.4818		0.0000		0.3982		0.00049700
5		0.3948		0.4595		0.0000		0.4092		0.00049550
6		0.3737		0.3992		0.0000		0.4432		0.00049400
7		0.3553		0.4339		0.0000		0.4118		0.00049249
8		0.3379		0.3876		0.0000		0.4608		0.00049099
9		0.3294		0.3848		0.0000		0.4770		0.00048949
10		0.3161		0.3782		0.0000		0.4783		0.00048798
11		0.3076		0.3883		0.0000		0.4753		0.00048648
12		0.2983		0.3403		0.0000		0.5208		0.00048497
13		0.2889		0.3533		0.0000		0.5014		0.00048347
14		0.2863		0.3500		0.0000		0.5042		0.00048196
15		0.2774		0.3379		0.0000		0.5212		0.00048046
16		0.2727		0.3618		0.0000		0.5047		0.00047895
17		0.2657		0.3405		0.0000		0.4987		0.00047744
18		0.2611		0.3307		0.0000		0.5273		0.00047593
19		0.2579		0.3410		0.0000		0.5068		0.00047443
20		0.2537		0.4235		0.0000		0.4736		0.00047292
21		0.2520		0.3164		0.0000		0.5495		0.00047141
22		0.2506		0.3184		0.0000		0.5334		0.00046990
23		0.2371		0.3189		0.0000		0.5478		0.00046839
24		0.2398		0.2884		0.0000		0.5828		0.00046688
25		0.2394		0.3423		0.0000		0.5227		0.00046536
26		0.2343		0.3160		0.0000		0.5397		0.00046385
27		0.2297		0.3527		0.0000		0.5173		0.00046234
28		0.2266		0.3322		0.0000		0.5430		0.00046083
29		0.2265		0.3218		0.0000		0.5582		0.00045931
30		0.2212		0.3298		0.0000		0.5430		0.00045780
31		0.2229		0.3185		0.0000		0.5439		0.00045628
32		0.2269		0.2893		0.0000		0.5783		0.00045477
33		0.2180		0.3101		0.0000		0.5510		0.00045325
34		0.2170		0.2915		0.0000		0.5790		0.00045173
35		0.2107		0.3520		0.0000		0.5259		0.00045022
36		0.2165		0.3141		0.0000		0.5469		0.00044870
37		0.2102		0.3283		0.0000		0.5305		0.00044718
38		0.2054		0.3301		0.0000		0.5546		0.00044566
39		0.2082		0.3075		0.0000		0.5487		0.00044414
40		0.2048		0.2996		0.0000		0.5602		0.00044262
41		0.2032		0.3181		0.0000		0.5469		0.00044110
42		0.2041		0.3299		0.0000		0.5334		0.00043958
43		0.2074		0.2677		0.0000		0.5853		0.00043806
44		0.1999		0.3049		0.0000		0.5637		0.00043653
45		0.1971		0.2681		0.0000		0.5944		0.00043501
46		0.2057		0.2781		0.0000		0.5857		0.00043349
47		0.1962		0.2800		0.0000		0.5898		0.00043196
